student_id,session,Unnamed: 0,idle_time,mouse_wheel,mouse_wheel_click,left_click,right_click,mouse_movement,keystroke,time_delta
1,1,294.5,167194.00169491526,0.7627118644067796,0.0,7.315254237288135,0.49830508474576274,550.6576271186441,2.006779661016949,11.140677966101695
1,2,250.0,522324.6506986028,2.9560878243512976,0.0,8.512974051896208,0.626746506986028,608.3692614770459,6.578842315369261,17.169660678642714
1,3,,,,,,,,,
1,4,260.0,368624.95969289826,2.0940499040307103,0.0,4.809980806142034,0.0345489443378119,341.43570057581576,5.470249520153551,9.973128598848369
1,5,201.0,838760.6401985112,3.1910669975186106,0.0,7.163771712158809,0.3523573200992556,515.3895781637717,9.416873449131513,17.047146401985113
1,6,402.5,181802.97146401985,1.8746898263027296,0.0,7.816377171215881,0.11910669975186104,584.9925558312655,2.227047146401985,13.188585607940446
2,1,112.0,816839.9155555556,0.0,0.0,0.008888888888888889,0.0,0.2,5.226666666666667,19.822222222222223
2,2,173.0,1488124.7492795389,0.0,0.0,11.348703170028818,0.2824207492795389,212.9971181556196,14.844380403458214,25.135446685878964
2,3,129.5,2412846.073076923,5.303846153846154,0.0,21.76923076923077,1.176923076923077,1021.8346153846154,19.034615384615385,37.792307692307695
2,4,173.0,306786.3227665706,2.403458213256484,0.0,6.126801152737752,0.25360230547550433,295.93948126801155,6.495677233429395,12.32564841498559
2,5,149.5,393104.58666666667,5.256666666666667,0.0,8.073333333333334,0.5533333333333333,439.2966666666667,10.64,17.54
2,6,183.0,760093.416893733,2.4032697547683926,0.0,8.457765667574932,0.28337874659400547,488.22888283378745,4.212534059945504,16.42506811989101
3,1,,,,,,,,,
3,2,284.5,1076507.605263158,0.0,0.0,5.054385964912281,0.2912280701754386,163.48070175438596,7.5964912280701755,14.6
3,3,269.5,1565521.7851851853,0.0,0.0,7.4148148148148145,0.4962962962962963,309.0074074074074,9.031481481481482,17.17962962962963
3,4,300.5,153745.36212624583,1.4601328903654485,0.0,5.282392026578073,0.3654485049833887,437.74750830564784,3.338870431893688,8.772425249169435
3,5,274.0,221496.37887067394,2.601092896174863,0.0,5.741347905282331,0.1894353369763206,360.2021857923497,8.657559198542804,10.09471766848816
3,6,,,,,,,,,
4,1,286.0,136639.92321116928,0.0,0.0,0.537521815008726,0.013961605584642234,18.17102966841187,2.774869109947644,8.490401396160559
4,2,373.0,440769.45113788487,3.1352074966532797,0.002677376171352075,5.978580990629183,0.321285140562249,156.88888888888889,7.7269076305220885,11.552878179384203
4,3,266.5,3089486.9868913856,6.02621722846442,0.0,7.314606741573034,0.5393258426966292,214.95880149812734,12.535580524344569,19.0374531835206
4,4,230.5,101666.79653679654,2.668831168831169,0.017316017316017316,3.645021645021645,0.06060606060606061,109.51948051948052,7.774891774891775,6.354978354978355
4,5,279.0,193358.3792486583,2.524150268336315,0.007155635062611807,6.289803220035778,0.26475849731663686,190.63148479427548,6.701252236135957,9.724508050089446
4,6,439.5,204248.3659090909,0.8886363636363637,0.0022727272727272726,8.406818181818181,0.05454545454545454,409.7181818181818,2.1454545454545455,11.854545454545455
