,student_id,session,points,Unnamed: 0,idle_time,mouse_wheel,mouse_wheel_click,left_click,right_click,mouse_movement,keystroke,time_delta
0,1,1,5.0,294.5,167194.00169491526,0.7627118644067796,0.0,7.315254237288135,0.4983050847457627,550.6576271186441,2.006779661016949,11.140677966101697
1,1,2,1.5,250.0,522324.65069860284,2.9560878243512976,0.0,8.512974051896208,0.626746506986028,608.3692614770459,6.578842315369261,17.169660678642714
2,1,3,10.0,,,,,,,,,
3,1,4,25.0,260.0,368624.95969289826,2.0940499040307103,0.0,4.8099808061420335,0.0345489443378119,341.43570057581576,5.470249520153551,9.973128598848367
4,1,5,15.0,201.0,838760.6401985113,3.1910669975186106,0.0,7.163771712158809,0.3523573200992556,515.3895781637717,9.416873449131511,17.047146401985113
5,1,6,38.0,402.5,181802.97146401985,1.8746898263027296,0.0,7.816377171215881,0.11910669975186106,584.9925558312655,2.227047146401985,13.188585607940444
6,2,1,5.0,112.0,816839.9155555556,0.0,0.0,0.008888888888888889,0.0,0.2,5.226666666666667,19.822222222222226
7,2,2,2.5,173.0,1488124.7492795386,0.0,0.0,11.348703170028818,0.2824207492795389,212.99711815561957,14.844380403458214,25.135446685878964
8,2,3,8.0,129.5,2412846.073076923,5.303846153846154,0.0,21.76923076923077,1.1769230769230772,1021.8346153846153,19.034615384615385,37.792307692307695
9,2,4,17.0,173.0,306786.3227665706,2.403458213256484,0.0,6.1268011527377535,0.25360230547550433,295.93948126801155,6.495677233429395,12.32564841498559
10,2,5,6.5,149.5,393104.5866666666,5.256666666666667,0.0,8.073333333333334,0.5533333333333333,439.29666666666674,10.64,17.54
11,2,6,5.0,183.0,760093.416893733,2.403269754768393,0.0,8.457765667574932,0.2833787465940055,488.22888283378745,4.212534059945504,16.42506811989101
12,3,1,5.0,,,,,,,,,
13,3,2,3.0,284.5,1076507.605263158,0.0,0.0,5.054385964912281,0.2912280701754386,163.48070175438596,7.596491228070175,14.6
14,3,3,10.0,269.5,1565521.7851851853,0.0,0.0,7.4148148148148145,0.4962962962962963,309.00740740740736,9.031481481481483,17.17962962962963
15,3,4,25.0,300.5,153745.36212624586,1.4601328903654485,0.0,5.282392026578074,0.3654485049833887,437.7475083056478,3.338870431893688,8.772425249169434
16,3,5,9.0,274.0,221496.37887067394,2.601092896174863,0.0,5.74134790528233,0.1894353369763206,360.2021857923497,8.657559198542803,10.09471766848816
17,3,6,33.0,,,,,,,,,
18,4,1,5.0,286.0,136639.92321116928,0.0,0.0,0.5375218150087261,0.013961605584642234,18.17102966841187,2.7748691099476437,8.490401396160559
19,4,2,1.5,373.0,440769.4511378849,3.13520749665328,0.002677376171352075,5.978580990629183,0.321285140562249,156.88888888888889,7.726907630522088,11.552878179384205
20,4,3,5.0,266.5,3089486.9868913856,6.02621722846442,0.0,7.3146067415730345,0.5393258426966292,214.95880149812731,12.535580524344569,19.0374531835206
21,4,4,7.0,230.5,101666.79653679654,2.668831168831169,0.017316017316017316,3.645021645021645,0.060606060606060615,109.51948051948051,7.774891774891776,6.354978354978355
22,4,5,1.5,279.0,193358.37924865828,2.524150268336315,0.007155635062611806,6.289803220035777,0.2647584973166369,190.63148479427548,6.701252236135957,9.724508050089446
23,4,6,10.0,439.5,204248.3659090909,0.8886363636363637,0.002272727272727273,8.406818181818181,0.054545454545454536,409.71818181818185,2.145454545454545,11.854545454545455
24,5,1,5.0,282.5,89011.12014134275,1.0901060070671378,0.0,4.7084805653710236,0.08833922261484099,463.2826855123675,2.3197879858657244,8.795053003533571
25,5,2,3.5,302.5,665496.7112211221,2.5445544554455446,0.0,7.6617161716171625,0.21782178217821785,559.6617161716172,9.059405940594061,13.095709570957096
26,5,3,10.0,169.5,2329169.220588235,6.094117647058822,0.0,8.670588235294117,0.5647058823529412,861.3647058823531,22.020588235294124,25.488235294117647
27,5,4,5.0,158.5,488402.6823899371,1.5377358490566038,0.0,4.962264150943397,0.31446540880503143,406.5849056603773,7.676100628930818,10.80503144654088
28,5,5,12.0,168.0,304470.64094955486,3.3798219584569735,0.0,6.053412462908013,0.5222551928783383,612.9792284866469,8.109792284866469,15.246290801186946
29,5,6,3.0,391.0,236555.9463601533,1.2758620689655171,0.0,6.9067688378033205,0.194125159642401,594.7650063856961,1.9897828863346103,11.978288633461046
30,6,1,5.0,,,,,,,,,
31,6,2,5.0,273.5,730828.5437956204,3.554744525547445,0.0,8.277372262773723,0.6532846715328468,461.26459854014604,7.62043795620438,15.374087591240876
32,6,3,8.0,211.5,3426077.7146226414,10.5,0.0,9.226415094339623,0.7405660377358491,569.0778301886793,9.849056603773585,22.514150943396224
33,6,4,22.0,320.5,184601.49221183802,2.805295950155763,0.0,3.8037383177570088,0.02803738317757009,258.4517133956386,4.06386292834891,7.116822429906543
34,6,5,14.0,307.0,227340.34146341466,6.183739837398374,0.0,5.341463414634147,0.2959349593495935,422.6845528455285,4.557723577235771,10.708943089430894
35,6,6,28.0,353.0,274751.9773691655,3.446958981612447,0.0,7.165487977369166,0.07920792079207921,502.92503536067886,4.544554455445544,12.760961810466759
36,7,1,10.0,161.5,586862.7469135802,0.0,0.05555555555555555,7.654320987654321,0.19753086419753085,360.9537037037037,5.799382716049383,16.521604938271604
37,7,2,5.0,235.0,36898.36942675159,5.150743099787687,0.0,6.5180467091295125,0.39065817409766457,490.76008492569,8.721868365180468,17.934182590233547
38,7,3,16.0,128.0,4275000.645914397,2.8326848249027234,0.0,14.964980544747084,1.517509727626459,620.964980544747,20.276264591439688,36.92996108949416
39,7,4,34.0,122.0,7537773.983673469,1.3959183673469389,0.0,4.910204081632654,0.15510204081632653,275.5183673469388,13.346938775510207,20.220408163265308
40,7,5,6.5,105.5,600801.1179245283,5.132075471698113,0.009433962264150943,5.839622641509434,0.4056603773584906,436.0518867924529,16.485849056603772,17.68867924528302
41,7,6,59.0,255.5,885837.482421875,2.3671875,0.0,7.31640625,0.19140625,497.283203125,1.759765625,18.119140625
42,8,1,3.5,,,,,,,,,
43,8,2,0.0,167.0,1954134.0746268656,2.8477611940298506,0.0,8.698507462686567,0.9731343283582088,571.2746268656716,11.307462686567163,26.00597014925373
44,8,3,5.0,122.5,3161073.0406504064,10.30081300813008,0.0,17.146341463414632,1.7560975609756098,790.6747967479673,15.25609756097561,38.16260162601626
45,8,4,0.0,199.5,75946.6675,2.1375,0.0,5.575,0.09,263.2025,1.3875,6.655
46,8,5,0.0,126.5,3475108.4921259843,2.4291338582677167,0.0,7.362204724409449,0.5984251968503937,463.9606299212599,5.562992125984252,19.653543307086615
47,8,6,0.0,,,,,,,,,
